# xx yy
0.000000	1.000000
0.010010	1.050134
0.020020	1.100374
0.030030	1.150623
0.040040	1.200788
0.050050	1.250772
0.060060	1.300481
0.070070	1.349822
0.080080	1.398700
0.090090	1.447021
0.100100	1.494693
0.110110	1.541624
0.120120	1.587721
0.130130	1.632895
0.140140	1.677055
0.150150	1.720113
0.160160	1.761980
0.170170	1.802571
0.180180	1.841800
0.190190	1.879584
0.200200	1.915839
0.210210	1.950487
0.220220	1.983448
0.230230	2.014646
0.240240	2.044007
0.250250	2.071459
0.260260	2.096931
0.270270	2.120359
0.280280	2.141677
0.290290	2.160824
0.300300	2.177744
0.310310	2.192382
0.320320	2.204687
0.330330	2.214613
0.340340	2.222116
0.350350	2.227159
0.360360	2.229706
0.370370	2.229729
0.380380	2.227203
0.390390	2.222107
0.400400	2.214428
0.410410	2.204156
0.420420	2.191287
0.430430	2.175823
0.440440	2.157773
0.450450	2.137150
0.460460	2.113975
0.470470	2.088274
0.480480	2.060080
0.490490	2.029434
0.500501	1.996381
0.510511	1.960976
0.520521	1.923277
0.530531	1.883353
0.540541	1.841278
0.550551	1.797133
0.560561	1.751007
0.570571	1.702994
0.580581	1.653198
0.590591	1.601728
0.600601	1.548700
0.610611	1.494238
0.620621	1.438471
0.630631	1.381537
0.640641	1.323579
0.650651	1.264745
0.660661	1.205191
0.670671	1.145078
0.680681	1.084573
0.690691	1.023849
0.700701	0.963082
0.710711	0.902453
0.720721	0.842150
0.730731	0.782362
0.740741	0.723282
0.750751	0.665108
0.760761	0.608039
0.770771	0.552277
0.780781	0.498024
0.790791	0.445487
0.800801	0.394870
0.810811	0.346380
0.820821	0.300221
0.830831	0.256599
0.840841	0.215717
0.850851	0.177775
0.860861	0.142973
0.870871	0.111506
0.880881	0.083565
0.890891	0.059337
0.900901	0.039005
0.910911	0.022744
0.920921	0.010725
0.930931	0.003110
0.940941	0.000056
0.950951	0.001709
0.960961	0.008208
0.970971	0.019683
0.980981	0.036252
0.990991	0.058025
1.001001	0.085100
1.011011	0.117563
1.021021	0.155488
1.031031	0.198938
1.041041	0.247960
1.051051	0.302591
1.061061	0.362852
1.071071	0.428750
1.081081	0.500279
1.091091	0.577416
1.101101	0.660125
1.111111	0.748353
1.121121	0.842033
1.131131	0.941081
1.141141	1.045398
1.151151	1.154869
1.161161	1.269363
1.171171	1.388734
1.181181	1.512819
1.191191	1.641440
1.201201	1.774404
1.211211	1.911503
1.221221	2.052511
1.231231	2.197193
1.241241	2.345294
1.251251	2.496548
1.261261	2.650676
1.271271	2.807385
1.281281	2.966370
1.291291	3.127313
1.301301	3.289888
1.311311	3.453755
1.321321	3.618568
1.331331	3.783968
1.341341	3.949592
1.351351	4.115066
1.361361	4.280013
1.371371	4.444049
1.381381	4.606786
1.391391	4.767833
1.401401	4.926795
1.411411	5.083277
1.421421	5.236884
1.431431	5.387222
1.441441	5.533898
1.451451	5.676523
1.461461	5.814712
1.471471	5.948084
1.481481	6.076268
1.491491	6.198898
1.501502	6.315617
1.511512	6.426080
1.521522	6.529952
